id,SalePrice
1461,144377.0215785359
1462,155363.74777961604
1463,192744.30946100608
1464,193960.04714834143
1465,125539.07653899211
1466,177153.69350436644
1467,172063.36623872526
1468,168609.53890611138
1469,179493.12519099086
1470,122560.72933387978
1471,161989.740574233
1472,111263.80250487
1473,96823.837659435
1474,123564.0469734451
1475,71711.93591145682
1476,251605.42745604285
1477,166637.77276497253
1478,203957.91408159025
1479,191535.14330527058
1480,321734.36523622705
1481,233050.62025149842
1482,147295.06150118297
1483,158199.60532258416
1484,112453.33614789916
1485,170397.618021406
1486,187017.12925900763
1487,246048.66695440782
1488,215577.51945437235
1489,194836.60901126452
1490,231090.52539533365
1491,170442.72144005692
1492,91919.95707405708
1493,161781.358476014
1494,245351.0727729369
1495,241583.22125069983
1496,201960.5902957191
1497,199476.535384316
1498,170073.6710038483
1499,165163.69428278762
1500,162199.13379549852
1501,166838.80690562003
1502,164256.69504879392
1503,247035.5170306873
1504,251728.71953970206
1505,231380.3030395368
1506,192309.38900288462
1507,263825.8464149467
1508,228616.81234095013
1509,173956.28124063706
1510,148570.50561357522
1511,167352.533510849
1512,162098.616068388
1513,165491.33789897303
1514,177020.69332154375
1515,207470.33918796224
1516,162627.20780477242
1517,173338.23287739162
1518,137623.69771347137
1519,189105.88873635302
1520,118781.18440071645
1521,130631.60357845272
1522,161374.16348841798
1523,119929.31710999948
1524,137755.37709533656
1525,119640.20848263195
1526,78694.66813670669
1527,93038.8385300542
1528,163604.35299906577
1529,164826.46264058806
1530,182199.0295747585
1531,118143.7826964499
1532,111855.22301046783
1533,162110.20163660427
1534,149438.58334894618
1535,182158.15573855955
1536,114262.05833353673
1537,69444.64111357799
1538,144264.76081634755
1539,189380.41480586329
1540,146987.26025909535
1541,159439.06961251842
1542,152038.28007608722
1543,167309.84061175643
1544,67655.33293857903
1545,110290.36402043246
1546,131078.96506957407
1547,119143.11015412293
1548,144967.45115739072
1549,137155.79034318135
1550,134934.49320481683
1551,120979.21875274566
1552,150248.20091242902
1553,154534.5491428679
1554,126901.10653586918
1555,150236.15211863862
1556,106333.23734806164
1557,136349.21137626655
1558,115846.6688487624
1559,75014.71341339743
1560,171821.22980320046
1561,146906.4057679053
1562,119842.43121941376
1563,106835.85407855862
1564,155389.82556654175
1565,157082.50448806665
1566,200982.07226524514
1567,65691.75273273815
1568,201296.75535528373
1569,167081.01703464705
1570,110892.14979667612
1571,115288.19569050102
1572,131505.0913075155
1573,182474.65448585257
1574,138273.02625625907
1575,183772.02266360237
1576,209369.2117515481
1577,157178.90751878265
1578,155095.81260638253
1579,157672.6633064287
1580,206912.31886416813
1581,153059.3388775664
1582,124219.73097538506
1583,247779.7224842928
1584,224716.0080986648
1585,120519.19099653058
1586,49355.40671977657
1587,94463.23793290381
1588,125295.12750769558
1589,128612.72796463221
1590,118339.45750599215
1591,84311.00920378102
1592,131143.65192283085
1593,96034.47019884398
1594,152997.85375695943
1595,134843.46599044965
1596,178786.77402105613
1597,169200.21484472847
1598,172563.60297933
1599,148654.82157432963
1600,134087.19813285337
1601,53771.09488595626
1602,139381.7216136778
1603,64385.57308354054
1604,162687.89268833457
1605,202528.2971989744
1606,154603.18998709985
1607,165755.36294993968
1608,166404.38908585266
1609,152211.2827775086
1610,158723.47925095563
1611,122012.10744345142
1612,140731.77838700393
1613,147854.05600712565
1614,92014.09230506548
1615,90675.92932395451
1616,69048.79371528956
1617,76477.17488735286
1618,124268.46483923332
1619,141082.49925831158
1620,186872.45308022713
1621,136139.40660328302
1622,140002.3955967517
1623,207580.95200126874
1624,202103.3953198617
1625,129807.11163395771
1626,170342.34635504324
1627,194574.78689967014
1628,241015.86627433216
1629,169148.8026452806
1630,232187.97063666582
1631,150230.05730260292
1632,159832.97666008433
1633,165707.20863335847
1634,178014.95079537504
1635,173600.42912893253
1636,128722.56062155194
1637,184988.0842754566
1638,197483.03519954253
1639,197061.19025539863
1640,246570.8071039922
1641,184295.94307528052
1642,249463.57057989296
1643,242332.39966856455
1644,248703.3202493908
1645,187554.60575832473
1646,156374.26370740647
1647,168426.22674010717
1648,141506.48159093584
1649,119677.53176895494
1650,118839.04402327177
1651,131463.0336836764
1652,96824.70927036449
1653,104589.34169682919
1654,116546.30026645423
1655,99848.28577417007
1656,110940.04048152338
1657,116018.00026269164
1658,106757.83647232817
1659,86123.70384963963
1660,140533.69654594
1661,312876.4971149032
1662,279665.9396642718
1663,256233.48505753896
1664,332869.5911103081
1665,221504.4840233787
1666,229722.35012451466
1667,261897.7286077065
1668,248759.8924734447
1669,200528.7236431816
1670,255145.81406158896
1671,201269.9369408238
1672,281287.733457247
1673,223927.71722156624
1674,180709.43431735924
1675,130193.13412117737
1676,129242.74783671135
1677,144485.43461782357
1678,302289.5593713204
1679,255766.04761717422
1680,204142.69357077498
1681,175134.3430610887
1682,214674.44185203896
1683,123441.0806495325
1684,170638.61633341375
1685,159938.85353236762
1686,118822.83680271101
1687,166696.17991348938
1688,172323.46146728855
1689,195405.6244963121
1690,179157.21476311248
1691,168072.62337449857
1692,224295.6184736453
1693,173960.87849989196
1694,179542.40973619733
1695,165028.7434693214
1696,230188.4375669259
1697,175608.25286643405
1698,297724.1460154931
1699,239812.7045254968
1700,223798.41301337676
1701,231147.38012621435
1702,232662.97305914806
1703,222735.65204651363
1704,237776.95189488016
1705,201611.22003914393
1706,342367.77631185146
1707,201773.41570097068
1708,210004.29728666716
1709,235239.13324416487
1710,209241.6041434881
1711,250284.60436798236
1712,232054.59085715585
1713,263759.8301636155
1714,230044.6827924417
1715,224084.5032306254
1716,159885.97759918543
1717,147699.3832923351
1718,148866.07049989328
1719,191476.3312901758
1720,199838.5440486198
1721,152321.576800009
1722,144182.65000957705
1723,152141.47389250156
1724,160142.71384704672
1725,205584.71107988304
1726,173259.74055329757
1727,115684.67534762982
1728,180947.51125048858
1729,162662.98737333703
1730,150060.08997149346
1731,116816.20111213264
1732,110870.13608482305
1733,102451.37921519822
1734,114749.55111344066
1735,107288.95088912628
1736,106775.35232081427
1737,257535.3489791914
1738,220766.91952594882
1739,275237.0878198297
1740,190656.30544212228
1741,180254.54902502848
1742,165325.3830153473
1743,168179.36390402156
1744,242967.91878919164
1745,202068.48902746558
1746,178113.63046830648
1747,246441.527558194
1748,228577.17658604123
1749,163189.03907036607
1750,138787.84308734827
1751,237800.88379395974
1752,123147.05829708255
1753,165706.1246960184
1754,216692.47782881546
1755,175206.9713306356
1756,133114.75560235663
1757,111550.11630816082
1758,134820.25604408642
1759,161464.54717806785
1760,151842.95203905262
1761,158798.82573681395
1762,192247.93906937516
1763,174926.52357949642
1764,116466.94373400079
1765,172112.1285697634
1766,172929.52195340383
1767,204227.7378376628
1768,124758.98654229857
1769,166692.72561396565
1770,131255.42513304064
1771,146289.91588830494
1772,150440.7496862103
1773,127401.9984608927
1774,149176.7295435135
1775,121293.26208018023
1776,109642.79983998346
1777,116664.03994503105
1778,130882.10777548596
1779,100884.05233745452
1780,195887.6510907961
1781,130401.60667657596
1782,69070.77672374516
1783,142199.16452734917
1784,80324.47595183342
1785,96649.41974916088
1786,131760.4459615593
1787,152628.42473200348
1788,77753.80154781847
1789,87344.38898542267
1790,52171.52392237459
1791,204247.6306000728
1792,158401.2092222824
1793,167478.1787195421
1794,156840.01229220885
1795,127117.07063273399
1796,98616.34722159174
1797,153846.01747703576
1798,127428.41136733
1799,102615.12368868769
1800,125737.8776971834
1801,144304.21168266307
1802,158390.85596500942
1803,156887.09101359
1804,135114.97121198173
1805,138815.03404831246
1806,156333.90969739633
1807,177257.8668615464
1808,136906.94855980307
1809,131716.52719826438
1810,135119.4514838322
1811,147390.16099761473
1812,136298.33919260185
1813,138597.86138779833
1814,87360.97194235108
1815,19282.962570095784
1816,86692.15453615296
1817,109787.9502415983
1818,180013.33015947102
1819,128548.54623968585
1820,40932.0800135507
1821,124477.71817751601
1822,140297.03349174676
1823,22664.595228786347
1824,106341.14846999559
1825,121860.83483567915
1826,91925.92575941037
1827,74669.55802582088
1828,144113.49553630152
1829,116162.82502825011
1830,158537.44097227056
1831,158679.37942290655
1832,116906.44857659272
1833,142419.4608473219
1834,110990.1506031456
1835,124153.0090483739
1836,137760.36169506027
1837,94936.7883922616
1838,108073.62149831059
1839,100848.4634108143
1840,123495.39355511707
1841,136619.16747835441
1842,86957.40170193336
1843,123187.08558488614
1844,104710.86300797435
1845,143228.26333646814
1846,141734.3066113768
1847,149458.70534354565
1848,37125.5066706934
1849,77670.84474366636
1850,96404.83127537812
1851,143035.07484338246
1852,102791.5817206105
1853,89941.4510598376
1854,158454.91493389616
1855,137157.42649224657
1856,204951.71630408242
1857,128444.7551979901
1858,140182.60054915515
1859,80783.84971975058
1860,138626.6496800118
1861,79952.83782390424
