id,SalePrice
1461,106669.2185
1462,117658.85283333334
1463,157102.181
1464,176908.20658333332
1465,192057.648
1466,182936.68883333332
1467,161707.40000000002
1468,183325.87816666663
1469,182780.1525
1470,102025.63616666668
1471,192489.81847619044
1472,112449.44183333333
1473,114343.07233333333
1474,157522.07399999996
1475,147997.40200000003
1476,394158.964
1477,264048.1745
1478,305989.0275
1479,277738.6385
1480,363178.7625
1481,302332.3295
1482,235316.109
1483,163153.54316666667
1484,182534.1714642857
1485,187955.7678225108
1486,203634.72425
1487,291157.2985
1488,278271.678
1489,213234.024
1490,180641.3275
1491,205926.57133333336
1492,100448.12766666665
1493,182917.1381666666
1494,317763.725
1495,284702.3425
1496,191637.19385119044
1497,185110.63229166667
1498,165876.36725108224
1499,168569.55889393936
1500,161953.784
1501,162251.2748333333
1502,188055.94991666666
1503,295012.216
1504,252905.8835
1505,197896.142
1506,178335.1905
1507,200826.66416666668
1508,180333.80783333335
1509,142420.5429047619
1510,122042.4
1511,119111.1785
1512,134701.1356666667
1513,155836.45
1514,128110.6865
1515,146760.9825
1516,158920.0135
1517,121413.654
1518,128573.3035
1519,201821.65117857142
1520,102577.43592857143
1521,102527.64092857145
1522,140007.864
1523,89825.39533333335
1524,96124.61214285715
1525,100585.94616666668
1526,94799.08726190477
1527,91315.20233333333
1528,110615.3035
1529,117731.442
1530,152422.45550000004
1531,114787.527
1532,105627.65333333334
1533,114162.962
1534,119570.00916666667
1535,125452.5255
1536,107469.361
1537,110692.648
1538,197051.0135
1539,256433.4415
1540,129140.1545
1541,132352.84283333333
1542,120543.9315
1543,181019.26096428573
1544,95100.851
1545,102103.60483333333
1546,149018.9865
1547,134067.235
1548,116141.998
1549,116281.48433333333
1550,145468.7205
1551,112383.63133333334
1552,132319.78
1553,129112.74716666667
1554,118184.82466666665
1555,132337.283
1556,109049.72150000001
1557,98054.366
1558,104256.52300000002
1559,95786.91016666665
1560,143647.1715
1561,115384.403
1562,105261.68416666667
1563,95131.49764285717
1564,133566.4985
1565,142870.571
1566,203475.541
1567,90484.77516666666
1568,189276.82475
1569,124855.68
1570,120242.28200000002
1571,109863.0505
1572,104288.41116666666
1573,198420.54605357142
1574,121024.3945
1575,191845.7395
1576,185455.25299999997
1577,211608.32342857143
1578,155954.51116666666
1579,114714.7125
1580,206101.0099166667
1581,111448.54783333334
1582,112940.299
1583,275811.773
1584,238479.39
1585,137961.24333333335
1586,83697.14233333334
1587,99056.0975
1588,104517.85683333332
1589,90123.649
1590,113743.49133333334
1591,86737.4205
1592,127999.22004761905
1593,127195.92316666667
1594,131415.2045
1595,110247.6235
1596,183421.2075
1597,130639.281
1598,182895.64774404763
