id,SalePrice
1461,145411.44732340134
1462,158531.0445968156
1463,191529.86503013317
1464,192097.08050532942
1465,125902.48341784021
1466,177445.75921499135
1467,170173.46449825377
1468,167307.3388104519
1469,183344.12085608905
1470,119691.34596046992
1471,161801.28544251458
1472,111548.80677062972
1473,96177.52315768565
1474,124078.92164525797
1475,69509.86630045215
1476,265020.93249844527
1477,181940.18500409625
1478,207344.54521931265
1479,196900.2177757523
1480,324253.7384747141
1481,246163.1033182816
1482,160873.7397127624
1483,159585.11100493488
1484,115265.94634810043
1485,169534.66137370525
1486,189769.17765565682
1487,251332.61671022582
1488,226372.3602681962
1489,207518.5484328583
1490,239761.0305874314
1491,170762.09297215845
1492,94348.68248171534
1493,161190.93854949658
1494,247100.4215152004
1495,245044.35198161157
1496,210246.1464670425
1497,206192.8378526786
1498,178119.2714400245
1499,172396.74638778926
1500,169159.48521469883
1501,173694.94024138525
1502,170349.5119404341
1503,261205.10386202857
1504,260155.60685640085
1505,240071.46930881648
1506,196876.1955962506
1507,266294.6291243051
1508,231524.47598428337
1509,174087.76890391833
1510,150506.62654560793
1511,168511.67414860753
1512,161396.25919382914
1513,165781.18915420782
1514,178807.52680804173
1515,208736.18223435665
1516,171316.10939665884
1517,173831.6834171235
1518,143075.2921771796
1519,190941.5447967474
1520,119314.79208888859
1521,131625.2806811611
1522,169662.51414242294
1523,118820.01699717971
1524,140715.7472144122
1525,120732.62155010132
1526,79694.38273520127
1527,97471.43846872996
1528,162368.9608330106
1529,165590.92288415984
1530,185939.3197369082
1531,116088.04857212608
1532,112265.51705487387
1533,166966.430524964
1534,149460.70164750563
1535,180480.47104111232
1536,115958.51593097486
1537,76417.1931038812
1538,152231.9061291447
1539,194938.30690087925
1540,152708.39538309386
1541,163043.88757269818
1542,149273.23028557142
1543,168151.07130614936
1544,71450.2786760435
1545,109682.47887270176
1546,127835.93336100609
1547,126752.18657444534
1548,143250.74089528585
1549,134191.71824978094
1550,135600.15617697174
1551,125994.7744813516
1552,150057.18232751824
1553,157085.22278331465
1554,128094.77942725108
1555,153173.18727116368
1556,108238.92816550517
1557,132474.95400700567
1558,117201.98237118952
1559,75401.20217443677
1560,175328.9299060176
1561,146344.98987550254
1562,124375.79730597476
1563,107921.80748379405
1564,148476.53805043804
1565,155201.8992378862
1566,205130.33560953767
1567,72664.708455001
1568,201678.8500636014
1569,167687.27510449395
1570,108743.02207781689
1571,115317.04190243583
1572,131805.198995483
1573,192846.93106862507
1574,143673.1235378218
1575,180647.9736938579
1576,208518.78640757303
1577,169660.12055115122
1578,154326.99901840033
1579,155000.05351690121
1580,205952.6698602388
1581,154170.4793185587
1582,125040.09729004465
1583,250802.79354064493
1584,226262.6609921786
1585,119236.18072642968
1586,50050.57465448347
1587,97813.72821718967
1588,125581.09048836038
1589,127872.8617779942
1590,115352.38198217971
1591,83847.91329811153
1592,140488.6705510806
1593,98181.24181489786
1594,149664.6210832392
1595,132402.79920235963
1596,177233.36054722022
1597,170417.43392729224
1598,172595.41549012426
1599,150609.66887410614
1600,139074.88204161648
1601,56222.628648550366
1602,143225.82763122406
1603,65532.2899802709
1604,174369.08094109048
1605,205320.62558716617
1606,153679.23678413173
1607,170393.65086488496
1608,179098.7011342208
1609,158737.56415695127
1610,162690.78478824417
1611,126559.84542515024
1612,145148.14199442207
1613,150195.083609476
1614,90758.02065900888
1615,88707.78699281975
1616,67141.29176862154
1617,75451.6412392034
1618,124312.30983640358
1619,144519.32433718082
1620,193905.6897862273
1621,137335.44420195697
1622,138610.79537686275
1623,210900.77713001624
1624,207143.55661918083
1625,134084.06322920125
1626,170117.77975255193
1627,191826.62867059233
1628,242941.87051892583
1629,170169.71746069135
1630,234088.539183788
1631,148923.807050094
1632,160595.6337505735
1633,167212.90464436903
1634,179178.20698834502
1635,173158.9461948753
1636,130824.97269880807
1637,184843.3429828725
1638,200057.82333607052
1639,201675.50939903967
1640,248590.09707528516
1641,186840.06882074382
1642,269711.6820432999
1643,251500.70894623967
1644,256189.3520607946
1645,187797.6070718636
1646,154088.65190658718
1647,168287.0717477448
1648,145411.03481267882
1649,117669.57489880407
1650,119735.54402144614
1651,133497.67232195684
1652,97209.24514593894
1653,104362.40190561279
1654,116399.88956899068
1655,97812.47832100955
1656,110524.42540753516
1657,116329.53392055305
1658,107137.03558310436
1659,84928.45145359111
1660,142947.93168311345
1661,322225.59268552484
1662,282695.6702629558
1663,266227.2636032228
1664,342881.4477502854
1665,232659.6093235414
1666,231112.62594554946
1667,276115.15015798085
1668,261080.70070749382
1669,212006.1508628755
1670,253880.26979267085
1671,201742.5206580083
1672,283749.71738102473
1673,237883.07804384956
1674,193928.4816189845
1675,139489.1489457955
